product_name,users,orders,total_items,reorder_rate
Organic Whipped Naturally Buttery Spread,1738,2617,2617,0.3358807795185327
Organic Raw Sharp Cheddar Cheese,453,682,682,0.3357771260997067
Organic Red Grapes,879,1323,1323,0.3356009070294785
Organic Yellow Peaches,1649,2477,2477,0.33427533306419055
Organic Turkey Hot Dogs,372,558,558,0.3333333333333333
Organic Lentil Beans,450,675,675,0.3333333333333333
Gluten-Free Supergrain Pasta Organic Corn & Quinoa Blend Penne,391,585,585,0.3316239316239316
Organic Rainbow Chard Vegetable,848,1264,1264,0.3291139240506329
Organic Pumpkin,605,900,900,0.3277777777777778
Organic Whole Crimini Mushrooms,813,1208,1208,0.3269867549668874
Organic Mango,1207,1787,1787,0.3245663122551763
Organic Nectarine,859,1270,1270,0.3236220472440945
Organic Shredded Mozzarella,1733,2560,2560,0.323046875
Organic Cauliflower,1708,2520,2520,0.32222222222222224
Organic Red On the Vine Tomato,1537,2265,2265,0.32141280353200885
Organic Tomato Basil Pasta Sauce,2501,3683,3683,0.3209340211783872
Organic Creamy Peanut Butter,2261,3321,3321,0.31918096958747366
Organic Sliced Crimini Mushrooms,696,1021,1021,0.31831537708129287
Organic Peeled & Cooked Beets,736,1077,1077,0.3166202414113278
Organic Edamame,1093,1599,1599,0.316447779862414
Organic Whole Wheat Penne Rigate,744,1087,1087,0.3155473781048758
Organic Black Mission Figs,354,516,516,0.313953488372093
Organic Refried Black Beans,667,972,972,0.31378600823045266
Organic Penne Rigate,904,1317,1317,0.31359149582384205
Organic Frozen Peas,2135,3107,3107,0.3128419697457354
Organic Quick Oats,1107,1609,1609,0.3119950279676818
Organic Berry Blend,751,1090,1090,0.3110091743119266
Organic Orange Bell Pepper,1051,1525,1525,0.31081967213114753
Organic Diced Tomatoes,3490,5063,5063,0.3106853644084535
Organic Honey Nut O's Cereal,699,1014,1014,0.3106508875739645
Organic Chicken Thighs,950,1377,1377,0.3100944081336238
Organic Chicken Bone Broth,1088,1574,1574,0.3087674714104193
Organic Acai Berry Smoothie Packs,701,1012,1012,0.3073122529644269
Organic Strawberry Fruit Spread,1423,2054,2054,0.30720545277507305
Organic Marinara Pasta Sauce,810,1166,1166,0.3053173241852487
Organic Bunch Beets,1750,2518,2518,0.3050039714058777
Organic Mung-Bean Sprouts,463,666,666,0.3048048048048048
Organic Cut Green Beans,876,1260,1260,0.3047619047619048
Organic Basil,3501,5035,5035,0.30466732869910623
Organic English Cucumber,1027,1476,1476,0.30420054200542007
Organic Garbanzo Beans No Salt Added,545,783,783,0.30395913154533843
Organic Cane Sugar,928,1333,1333,0.3038259564891223
Organic Sliced Peaches,1121,1610,1610,0.30372670807453417
Organic Light Agave Nectar,516,740,740,0.3027027027027027
Organic Spicy Taco Seasoning,542,777,777,0.30244530244530243
"Organic Butterhead (Boston, Butter, Bibb) Lettuce",1513,2169,2169,0.3024435223605348
Organic Chicken & Wild Rice Soup,402,575,575,0.3008695652173913
Organic Celery Hearts,3008,4300,4300,0.30046511627906974
Organic Red Bartlett Pear,625,893,893,0.30011198208286677
Organic Lite Coconut Milk,1155,1650,1650,0.3
Organic Coconut Milk,3627,5179,5179,0.2996717513033404
Organic Kosher Dill Pickles,594,848,848,0.29952830188679247
Organic No Salt Added Diced Tomatoes,1477,2106,2106,0.298670465337132
Organic Vanilla Bean Ice Cream,691,985,985,0.2984771573604061
Organic Free Range Low Sodium Chicken Broth,1195,1703,1703,0.2982971227246036
Organic Mint,2136,3042,3042,0.2978303747534517
Organic Fire Roasted Corn,380,541,541,0.2975970425138632
Organic Rainbow Carrots,1972,2806,2806,0.2972202423378475
Organic Low Sodium Chicken Cooking Stock,1006,1431,1431,0.296995108315863
Organic Sugar Snap Peas,757,1076,1076,0.29646840148698883
Organic Vegetable Broth,1736,2467,2467,0.2963113092825294
Organic Large White Flesh Peach,380,540,540,0.2962962962962963
Organic Low Sodium Chicken Broth,2766,3927,3927,0.29564553093964857
Organic Leek,2397,3399,3399,0.294792586054722
Organic Spaghetti Pasta,697,988,988,0.29453441295546556
Organic Ginger Root,6185,8758,8758,0.2937885361954784
Organic Chopped Spinach,1419,2008,2008,0.29332669322709165
Organic Green Cabbage,2557,3615,3615,0.2926694329183956
Citrus Mandarins Organic,1061,1499,1499,0.2921947965310207
Organic Free Range Chicken Broth,1948,2750,2750,0.29163636363636364
Organic Pinto Beans,1310,1843,1843,0.2892023874118285
Organic Unsalted Butter,2460,3458,3458,0.28860613071139385
Organic Whole Wheat Fusilli,903,1267,1267,0.287292817679558
Organic Fresh Basil,1271,1780,1780,0.2859550561797753
Organic Bagged Valencia Oranges,435,609,609,0.2857142857142857
Organic Chicken Noodle Soup,1202,1681,1681,0.28494943486020224
Organic Capellini,373,520,520,0.2826923076923077
Organic Chicken Broth,1815,2530,2530,0.2826086956521739
Organic Spaghetti Squash,2071,2883,2883,0.2816510579257718
Organic Cherry Tomatoes,807,1123,1123,0.28138913624220835
Organic Whole Kernel Sweet Corn No Salt Added,1936,2693,2693,0.2810991459339027
Organic Russet Potato Bag,708,981,981,0.2782874617737003
Organic Tomato Sauce,2290,3173,3173,0.27828553419476837
Organic Whole Peeled Tomatoes,894,1231,1231,0.2737611697806661
Organic Peeled Garlic,489,672,672,0.27232142857142855
Organic Old Fashioned Rolled Oats,2455,3368,3368,0.27108076009501186
Organic Red Cabbage,1830,2509,2509,0.27062574730968514
Organic Quinoa,480,658,658,0.270516717325228
Organic Cashew Carrot Ginger Soup,376,515,515,0.26990291262135924
Organic Biologique Limes,555,760,760,0.26973684210526316
Organic Large Green Asparagus,1841,2521,2521,0.2697342324474415
Vegetarian Organic Golden Corn,383,523,523,0.2676864244741874
Organic Traditional Gluten Freen Quinoa,367,500,500,0.266
Organic Broccoli Crown,740,1008,1008,0.26587301587301587
"Organic Tomato Paste, No Salt Added",397,540,540,0.26481481481481484
Organic Red Potato,1082,1471,1471,0.26444595513256286
Organic Cannellini Beans,1112,1509,1509,0.26308813783962887
Organic Brussels Sprouts,385,522,522,0.2624521072796935
Organic Crushed Fire Roasted Tomatoes,1114,1510,1510,0.26225165562913905
Unsweetened Organic Coconut Milk,527,714,714,0.2619047619047619
Organic Popcorn,408,552,552,0.2608695652173913
Organic Italian Herb Pasta Sauce,663,896,896,0.26004464285714285
Bag Of Organic Lemons,410,553,553,0.2585895117540687
Organic Tomato Basil Sauce,907,1223,1223,0.2583810302534751
Organic Black Plum,514,693,693,0.2582972582972583
Organic Hot House Tomato,1031,1389,1389,0.257739380849532
Organic Low Sodium Vegetable Broth,1540,2070,2070,0.2560386473429952
Organic Sweet Onion,553,743,743,0.2557200538358008
Bunny-Luv Fresh Organic Carrots,1464,1966,1966,0.25534079348931843
Organic Tomato Basil Soup,401,538,538,0.25464684014869887
Organic Apple Chicken Sausage,438,587,587,0.25383304940374785
Organic Butternut Squash,2706,3610,3610,0.25041551246537397
Organic White Basmati Rice,501,668,668,0.25
Organic Mint Bunch,418,557,557,0.2495511669658887
Organic Cream Cheese Bar,1310,1742,1742,0.24799081515499427
Organic Unsalted Diced Tomatoes,468,622,622,0.24758842443729903
Organic Dill,1936,2573,2573,0.24757092887679752
Organic Short Grain Brown Rice,1230,1629,1629,0.24493554327808473
Organic Cherries,527,697,697,0.24390243902439024
Organic Honey Mustard,484,636,636,0.2389937106918239
Potato Yukon Gold Organic,1697,2229,2229,0.23867205024674742
Organic Creamy Butternut Squash Soup,387,507,507,0.23668639053254437
Organic Yukon Gold Potato,517,676,676,0.23520710059171598
Organic Tomato Paste,2997,3911,3911,0.23369982101764256
Organic Spaghetti,461,600,600,0.23166666666666666
Organic Mountain Forest Amber Honey,1107,1435,1435,0.22857142857142856
Organic Great Northern Beans,552,715,715,0.22797202797202798
"Olives, Organic, Kalamata, Pitted",510,660,660,0.22727272727272727
Organic Celery Bunch,452,584,584,0.22602739726027396
Organic Red Potatoes,1199,1534,1534,0.2183833116036506
Organic Acorn Squash,523,669,669,0.21823617339312407
Organic Orzo,772,986,986,0.21703853955375255
Organic Ketchup,2419,3081,3081,0.21486530347289842
Organic Premium Tomato Paste,742,943,943,0.21314952279957583
Organic Thyme,2927,3716,3716,0.21232508073196987
Organic Rosemary,1628,2057,2057,0.20855614973262032
Organic Red Lentils,1071,1341,1341,0.20134228187919462
Organic Brussel Sprouts,459,572,572,0.19755244755244755
Organic Fettuccine,439,547,547,0.19744058500914077
Organic Mayonnaise,1347,1678,1678,0.19725864123957093
Organic Long Grain White Rice,1368,1701,1701,0.19576719576719576
Organic Long Grain Brown Rice,760,942,942,0.1932059447983015
Organic Chopped Garlic,586,725,725,0.1917241379310345
Chopped Organic Garlic,762,942,942,0.1910828025477707
Organic Chives,756,934,934,0.1905781584582441
Organic Green Lentils,962,1185,1185,0.1881856540084388
Organic Parsley,451,554,554,0.18592057761732853
Organic Distilled White Vinegar,1355,1653,1653,0.18027828191167575
"Chicken Base, Organic",528,643,643,0.17884914463452567
Organic Simply Stock Unsalted Chicken Stock,619,751,751,0.17576564580559254
Organic Crushed Tomatoes with Basil,545,661,661,0.17549167927382753
Organic Beef Broth,1358,1638,1638,0.17094017094017094
Organic Cream of Mushroom Condensed Soup,459,551,551,0.16696914700544466
Organic Raw Unfiltered Apple Cider Vinegar,1739,2074,2074,0.16152362584378013
Organic Yellow Zucchini,431,513,513,0.15984405458089668
Organic Unbleached All-Purpose Flour,1227,1455,1455,0.15670103092783505
Organic Coconut Oil,533,631,631,0.15530903328050713
Organic Tahini,1234,1429,1429,0.1364590622813156
Organic Sage,883,1022,1022,0.1360078277886497
Organic Yellow Mustard,1118,1290,1290,0.13333333333333333
Organic Balsamic Vinegar Of Modena,839,962,962,0.12785862785862787
Organic Dijon Mustard,2006,2296,2296,0.12630662020905922
Organic Canola Oil,568,646,646,0.12074303405572756
Organic Refined Coconut Oil,690,784,784,0.11989795918367346
Organic Shredded Unsweetened Coconut,764,865,865,0.11676300578034682
Organic Ground Black Pepper,467,511,511,0.08610567514677103
Organic Vanilla Extract,1647,1797,1797,0.08347245409015025
Organic Powdered Sugar,623,673,673,0.07429420505200594
Organic Oregano,610,654,654,0.0672782874617737
Organic Garlic Powder,525,560,560,0.0625
Organic Ground Cumin,729,766,766,0.048302872062663184
Organic Turmeric,605,627,627,0.03508771929824561
