product_name,users,orders,total_items,reorder_rate
Organic Orange Juice with Pulp,150,284,284,0.47183098591549294
Organic Atage 3 Nibbly Fingers Mangoes Carrots,168,283,283,0.40636042402826855
Just Mangos Organic Baby Food,166,283,283,0.4134275618374558
Organic Apple & Butternut Squash Baby Food,189,282,282,0.32978723404255317
Organic Southwest Salad,202,282,282,0.28368794326241137
Organic Grade B Maple Syrup,216,282,282,0.23404255319148937
Organic Traditional Hummus,164,281,281,0.41637010676156583
Organic Yellow Onions,211,281,281,0.2491103202846975
Organic Sunflower Butter Chocolate Macrobar,134,281,281,0.5231316725978647
Organic Flax Plus Pumpkin Raisin Crunch Cereal,147,281,281,0.47686832740213525
Organic Whole Peeled Plum Tomatoes,236,280,280,0.15714285714285714
Organic Soups Low Fat Split Pea,194,280,280,0.30714285714285716
Organic Pear Juice,155,279,279,0.4444444444444444
Organic Honey Grade A,186,279,279,0.3333333333333333
Organic Mint Dark Chocolate Bar,139,278,278,0.5
Organic Olive Oil Cooking Spray,122,278,278,0.5611510791366906
Organic Mini Sweet Peppers,179,278,278,0.35611510791366907
Organic Evaporated Milk,242,277,277,0.1263537906137184
"Organic Apples, Carrots and Parsnips Puree",156,277,277,0.4368231046931408
Organic Peppermint Tea,212,277,277,0.23465703971119134
Organic Turkey Burgers,189,276,276,0.31521739130434784
Organic Extra Virgin Oil Olive,212,275,275,0.2290909090909091
Organic White Chocolate Peanut Butter Cups,124,275,275,0.5490909090909091
Organic Ginger Limeade Fruit Juice Drink,139,275,275,0.49454545454545457
Organic Gluten Free Spaghetti,200,275,275,0.2727272727272727
Organic Unsweetened Vanilla Coconut Non-Dairy Beverage,171,275,275,0.3781818181818182
Organic Love Crunch Dark Chocolate Macaroon Granola,139,274,274,0.4927007299270073
Organic Fiber & Protein Pear Blueberry & Spinach Baby Food,172,274,274,0.3722627737226277
Organic Fillo Dough,238,273,273,0.1282051282051282
Premium Organic Whole Kernel Sweet Corn,161,272,272,0.40808823529411764
Organic Sunflower Seed Spread,222,270,270,0.17777777777777778
Gotta Have Vanilla Organic Frozen Nonfat Yogurt,138,269,269,0.48698884758364314
Yokids Organic Strawberry Banana Lowfat Yogurt Squeeze,136,269,269,0.4944237918215613
Organic Celery Root,216,268,268,0.19402985074626866
"Bananas, Raspberries & Oats Organic Baby Food",151,268,268,0.43656716417910446
Organic Cinnamon Raisin Granola,175,267,267,0.3445692883895131
"Organic Traditional 9\"" Pie Shells 2 ct",207,267,267,0.2247191011235955
Organic California Sushi Rice,194,265,265,0.2679245283018868
"Pears, Kale & Spinach Organic Baby Food",180,265,265,0.32075471698113206
Lowfat Maple Yogurt Organic,142,265,265,0.4641509433962264
Organic Bunch Arugula,210,265,265,0.20754716981132076
Organic Hibiscus Berry Sparkling Probiotic Drink,111,264,264,0.5795454545454546
"Organic Corn Thins, Original",133,263,263,0.49429657794676807
Organic Strawberry Chia Lowfat 2% Cottage Cheese,118,263,263,0.5513307984790875
Organic Dark Brown Sugar,240,262,262,0.08396946564885496
Organic Fat Free Dha Omega 3 Milk,92,262,262,0.648854961832061
Organic Cut Spinach,156,262,262,0.40458015267175573
Organic Extra Virgin Coconut Oil,208,262,262,0.20610687022900764
Gluten Free Organic Peanut Butter & Chocolate Cereal,170,261,261,0.3486590038314176
Organic Whole Fryer Chicken,104,261,261,0.6015325670498084
Organic Fire Roasted Red Pepper Dinner Sausage,179,261,261,0.31417624521072796
Organic Brown Rice Snaps Unsalted Plain,115,259,259,0.555984555984556
Organic Rooibos Tea,170,259,259,0.3436293436293436
Organic Wildberry Yogurt,137,259,259,0.47104247104247104
Organic Chamomile with Lavender Herbal Tea Bags,203,259,259,0.21621621621621623
Organic Steel Cut Oats,196,258,258,0.24031007751937986
Organic Unsweetened Black Tea,115,258,258,0.5542635658914729
Organic Raspberry Yogurt,134,258,258,0.4806201550387597
Organic Fruit Yogurt Smoothie Mixed Berry,132,257,257,0.48638132295719844
Organic Carrots,204,257,257,0.20622568093385213
Stage 3 Hearty Meals - Chick Chick Organic Baby Food,147,256,256,0.42578125
Organic Sweetened Condensed Milk,206,256,256,0.1953125
Organic Quick Rolled Oats,159,256,256,0.37890625
Organic Lemongrass Ginger Ramen,167,255,255,0.34509803921568627
Organic Minestrone Soup,174,255,255,0.3176470588235294
Organic Green Grapes,157,255,255,0.3843137254901961
Organic Gunpowder Green Tea,129,254,254,0.4921259842519685
Organic Reduced Sodium Tamari,225,254,254,0.1141732283464567
Organic Dill Relish,220,254,254,0.13385826771653545
Organic Bagged Kale Salad Mix,152,253,253,0.39920948616600793
Organic Banana Bites,110,253,253,0.5652173913043478
Organic Spring Jasmine Green Tea,145,252,252,0.4246031746031746
Organic Cookies & Cream Ice Cream,157,252,252,0.376984126984127
Organic Strawberry Lowfat Yogurt Smoothie,102,252,252,0.5952380952380952
Organic Gluten Free Summer Berries Granola,126,251,251,0.49800796812749004
Organic 7 Grain with Flax Bread,120,251,251,0.5219123505976095
Organic Honey'd Corn Flakes Cereal Gluten Free,164,251,251,0.3466135458167331
Organic Really Peely Bendy Berry Fruit Tape,181,250,250,0.276
Sesame Street Organic Homestyle Mini Pancakes,162,250,250,0.352
Organic Plain Nonfat Yogurt,123,250,250,0.508
Organic Yogurt Original Plain,98,250,250,0.608
Organic Onion Powder,242,249,249,0.028112449799196786
Organic Brown Rice Spaghetti,164,247,247,0.3360323886639676
Organic Cream Of Chicken Condensed Soup,205,246,246,0.16666666666666666
Organic Blueberry Kefir,133,246,246,0.45934959349593496
Organic Nondairy Strawberry Cashew Yogurt,140,245,245,0.42857142857142855
Organic Pita Bread,129,245,245,0.47346938775510206
Organic Pancake Syrup,208,245,245,0.1510204081632653
Fat Free Smooth & Creamy Plain Organic Yogurt,99,245,245,0.5959183673469388
Organic Whole Grain,117,244,244,0.5204918032786885
Organic Fruitful Os Cereal,181,244,244,0.2581967213114754
Organic Peace Pasta & Parmesan Macaroni & Cheese,127,243,243,0.4773662551440329
Organic Vegetarian No-Chicken Broth,116,243,243,0.522633744855967
Organic Mini Cheddar Cheese Crackers,129,242,242,0.4669421487603306
Organic Chia Seeds,162,242,242,0.3305785123966942
Organic Grass-Fed Classic Mild Cheddar Macaroni & Cheese,161,241,241,0.33195020746887965
"Green Peas, Organic, Petite",138,241,241,0.42738589211618255
Organic Fresh Pressed Pure Lemon Juice,186,241,241,0.22821576763485477
Organic Coconut Spread,179,240,240,0.25416666666666665
Organic Multigrain English Muffins,147,239,239,0.38493723849372385
Organic Chicken Breast In Water,115,239,239,0.5188284518828452
Organic Coconut Granola MacroBar,110,239,239,0.5397489539748954
Lemon Echinacea Organic Throat Coat Tea,206,239,239,0.13807531380753138
Organic Waffles Flax Plus,134,238,238,0.4369747899159664
Organic Farro,193,238,238,0.18907563025210083
Organic Classic Saltine Crackers,136,238,238,0.42857142857142855
Pasta Joy Ready Organic Brown Rice Pasta Penne,159,238,238,0.3319327731092437
Organic Red Grape Tomato Package,194,238,238,0.18487394957983194
Organic Protein Chewy Peanut Butter Chocolate Chip Granola Bars,163,238,238,0.31512605042016806
Organic Sunny Citrus Bunny Fruit Snacks,162,237,237,0.31645569620253167
Organic Whole Bean Coffee,67,237,237,0.7172995780590717
Go Mango! Organic Dried Mango Slices,79,237,237,0.6666666666666666
Organic Traditional Plain Kefir,102,237,237,0.569620253164557
"Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack",162,236,236,0.3135593220338983
Organic Calimyrna Figs,128,235,235,0.4553191489361702
O'Soy Smooth & Creamy Vanilla Organic Soy Yogurt,116,235,235,0.5063829787234042
Organic Sprouted Wheat Sesame Bagels,155,234,234,0.33760683760683763
Organic Spelt Pretzels,98,234,234,0.5811965811965812
Organic Coconut Bliss Vanilla Island Ice Cream,177,232,232,0.23706896551724138
White with 30% Cacao Content Organic Chocolate,138,231,231,0.4025974025974026
"Vegetable Base, Organic",202,231,231,0.12554112554112554
Organic Premium Sweet Petite Mini Peeled Carrots,93,231,231,0.5974025974025974
Organic Ancient Grains Granola,147,231,231,0.36363636363636365
Organic Quick Cooking Rolled Oats,158,230,230,0.3130434782608696
Organic Garlic & ButterCroutons,174,230,230,0.24347826086956523
Organic Grapefruit Juice,125,229,229,0.45414847161572053
Organic Earl Grey Black Tea Bags 15 Count,122,229,229,0.4672489082969432
Stringles Organic Colby Jack Cheese,116,229,229,0.49344978165938863
Broth Free Range Chicken Organic,168,229,229,0.2663755458515284
Organic Cashew Nondairy Vanilla Yogurt,144,229,229,0.37117903930131
Organic Delicata Squash,181,229,229,0.2096069868995633
Organic Royal Rainbow Quinoa,175,229,229,0.23580786026200873
Organic Chewy Peanut Butter Banana Bites,114,228,228,0.5
Simply Organic Garlic Salt,208,228,228,0.08771929824561403
Organic Sweet Potato Puree,162,227,227,0.28634361233480177
Organic Fresh Pressed Pure Cranberry Juice,143,226,226,0.3672566371681416
Organic Sweet Vanilla Bean Nutrition Complete Protein Shake,88,226,226,0.6106194690265486
Organic Corn Tortillas,172,225,225,0.23555555555555555
Organic Honeydew,177,225,225,0.21333333333333335
Organic Muenster Cheese,119,224,224,0.46875
YoTot Organic Raspberry Pear Yogurt,118,224,224,0.4732142857142857
Coconut Kale & Cacao Organic Superfoods Bar,170,224,224,0.24107142857142858
Organic 85% Ground Beef,152,223,223,0.3183856502242152
Organic Gotta Have Vanilla Nonfat Frozen Yogurt,150,223,223,0.3273542600896861
Organic After Dark Chocolate Frozen Nonfat Yogurt,121,222,222,0.45495495495495497
Organic California Veggie Burger,152,221,221,0.31221719457013575
Organic European Style Sweet Unsalted Butter,157,221,221,0.2895927601809955
Organic Almond Butter With Carob Macrobar,119,221,221,0.46153846153846156
Organic Broccoli and Cauliflower,139,221,221,0.37104072398190047
Tropical Tango Punch Organic Juice Drink,146,219,219,0.3333333333333333
Organic Whole Grain Spanish Rice,177,219,219,0.1917808219178082
Organic Stage 2 Pears & Mangos Baby Food,144,219,219,0.3424657534246575
Organic Premium Quinoa,151,219,219,0.3105022831050228
Organic Boneless Skinless Chicken Thighs,131,218,218,0.39908256880733944
Organic Garlic Hommus,136,218,218,0.3761467889908257
Organic Cotton Balls,166,218,218,0.23853211009174313
Organic Vegetable Lentil & Roasted Red Pepper Soup,162,218,218,0.25688073394495414
Two Organic Cornmeal Pizza Crusts,129,218,218,0.40825688073394495
Organic Ramen Noodles,174,217,217,0.19815668202764977
Organic Seven Whole Grains,119,217,217,0.45161290322580644
"Organic Bernie's Farm Fruit Snacks strawberry, raspberry, & orange",117,217,217,0.4608294930875576
Organic Spelt English Muffins,103,217,217,0.5253456221198156
Organic Hazelnut Hemp Cacao Superfoods Bar,164,216,216,0.24074074074074073
Organic Beef Base,199,216,216,0.0787037037037037
"Apples, Pumpkin & Carrots Organic Baby Food",146,216,216,0.32407407407407407
Organic Fruit Yogurt Smoothie Peach Banana,102,216,216,0.5277777777777778
Organic White Chia Seed,192,216,216,0.1111111111111111
Organic Tellicherry Black Peppercorns,200,216,216,0.07407407407407407
Thin Stackers Organic Red Rice & Quinoa Puffed Grain Cakes,141,215,215,0.34418604651162793
Organic Vidalia Onion,168,215,215,0.2186046511627907
Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,143,215,215,0.33488372093023255
"Superfoods Organic Pears, Blueberries & Beets + Super Chia Fruit & Veggie Blend",128,215,215,0.4046511627906977
Organic Strawberry Ice Cream,148,215,215,0.3116279069767442
Organic Raspberry Passion Chia Beverage,72,214,214,0.6635514018691588
Organic White Pita Bread,146,214,214,0.3177570093457944
Vegetarian Organic Chili Beans,165,214,214,0.22897196261682243
Organic Greens And Kale,120,213,213,0.43661971830985913
Organic Low-Fat Medium Black Bean Chili,153,213,213,0.28169014084507044
Organic Carrots & Ranch Dip,117,213,213,0.4507042253521127
Organic Jumbo Grade A Pastured Eggs,113,213,213,0.4694835680751174
Organic Pear Mango Fruit Yogurt Smoothie,98,212,212,0.5377358490566038
Organic Chocolate Chip Cookie Dough,162,212,212,0.2358490566037736
Organic Chocolate Syrup,182,212,212,0.14150943396226415
Organic Plain Unsweetened Nondairy Cashew Yogurt,125,212,212,0.41037735849056606
Organic Fuel High Protein Chocolate Shake,111,212,212,0.47641509433962265
Organics Gummy Bears,102,212,212,0.5188679245283019
Organic Lime,160,210,210,0.23809523809523808
Organic  Unsweetened & Salt Free Sunflower Seed Butter,170,210,210,0.19047619047619047
Organic Tri-Color Blend Quinoa,179,210,210,0.14761904761904762
Organic White Wine Vinegar,193,210,210,0.08095238095238096
Organic Cello Lettuce,165,209,209,0.21052631578947367
Gluten Free Organic Soyrizo,146,209,209,0.3014354066985646
Organic Coconut Bliss Salted Caramel in Chocolate,95,209,209,0.5454545454545454
Organic Pomegranate Kernels,180,208,208,0.1346153846153846
Organic Acai Juice,85,208,208,0.5913461538461539
Berry & Barley Organic Baby Food,105,208,208,0.4951923076923077
Organic Asparagus,156,208,208,0.25
Organic Yellow Corn Tortilla Chips,125,208,208,0.39903846153846156
Organic Cashew Caramel Macrobar,92,207,207,0.5555555555555556
Organic Deep Green Blends Power Greens,132,207,207,0.36231884057971014
Organic French Vanilla Almond Granola,141,207,207,0.3188405797101449
Organic Stage 1 First Peas Baby Food,152,207,207,0.26570048309178745
Organic 50/50 Blend Salad,90,206,206,0.5631067961165048
Organic Gluten Free Crispy Brown Rice Cereal,134,206,206,0.34951456310679613
Organic Cameo Apple,142,206,206,0.3106796116504854
Organic Udon Japanese Wheat Noodles,178,206,206,0.13592233009708737
Organic Blonde Coconut Palm Sugar,176,206,206,0.14563106796116504
Organic Tomato Juice No Sugar Added,150,206,206,0.27184466019417475
Organic Stage 3 Zucchini Broccoli Medley Baby Food,128,205,205,0.375609756097561
Organic Bakery Hamburger Buns Wheat - 8 CT,176,205,205,0.14146341463414633
Organic Firm Tofu,113,205,205,0.44878048780487806
Organic Sharp Cheddar Cheese,129,205,205,0.37073170731707317
Organics Chocolate Milk with DHA,78,205,205,0.6195121951219512
Organic Grass-Fed Real Aged Cheddar & Macaroni Shells,155,204,204,0.24019607843137256
Organic Kale Krunch Superfood,104,204,204,0.49019607843137253
"Apples, Guavas & Beets Organic Baby Food",127,204,204,0.37745098039215685
Organic Raw Almonds,112,203,203,0.4482758620689655
Organic Balsamic Vinaigrette Dressing,163,203,203,0.19704433497536947
Organic Mushroom Broth,136,203,203,0.33004926108374383
Organic Paprika,192,203,203,0.054187192118226604
Organic Chili Spicy,115,202,202,0.4306930693069307
Organic Raw Cashews,126,201,201,0.373134328358209
Baked Organic Sea Salt Crunchy Pea Snack,121,201,201,0.39800995024875624
Organic Ginger Herbal Tea,151,200,200,0.245
"Miso, Organic, Mellow, White",183,200,200,0.085
Organic Turmeric Ginger & Beet Superfoods Bar,154,200,200,0.23
Organic Raw Honey,158,199,199,0.20603015075376885
Organic Half And Half,102,199,199,0.48743718592964824
Organic Premium Roasted Seaweed Snack,101,199,199,0.49246231155778897
Organic Whole Wheat Flour,172,198,198,0.13131313131313133
Organic Thousand Island Dressing,150,197,197,0.23857868020304568
Organic Currants,165,197,197,0.16243654822335024
Organic Cottage Cheese Blueberry Acai Chia,98,197,197,0.5025380710659898
Zucchini Banana & Amaranth Organic Baby Food,126,196,196,0.35714285714285715
Organic Tamari With Seaweed Rice Cake,118,196,196,0.3979591836734694
Organic Razzi Raspberry Frosted Toaster Pastries 6 Count,114,196,196,0.41836734693877553
Organic Country Style Barbeque Potato Chips,115,196,196,0.413265306122449
Organic Beans Garbanzo,103,196,196,0.4744897959183674
Organic Raw Coconut Aminos,159,196,196,0.18877551020408162
Spicy Black Bean & Kale Organic Soup,141,196,196,0.28061224489795916
Organic Chicken with Lemongrass Bone Broth,147,196,196,0.25
Organic Artichoke,138,195,195,0.2923076923076923
Organic Unsweetened Plain Soymilk,88,195,195,0.5487179487179488
Organic Whole Milk Plain Kefir,105,194,194,0.4587628865979381
Organic Red Pepper Hommus,126,194,194,0.35051546391752575
Organic All Vegetable Shortening,179,194,194,0.07731958762886598
Organic Tagliatelle Traditional Egg Pasta,155,194,194,0.20103092783505155
Organic Unsweetened Green Tea,78,194,194,0.5979381443298969
Synergy Organic & Raw Green Chia Kombucha,101,194,194,0.4793814432989691
Organic Just Tart Cherry Juice,107,194,194,0.4484536082474227
Organic Saltine Baked Cracker Classic Crackers,132,193,193,0.3160621761658031
Peter Rabbit Organic Pea Spinach & Apple Puree Snack,103,193,193,0.46632124352331605
Organic Mild Salsa,145,193,193,0.24870466321243523
Organic Medium Chili With Vegetables,140,193,193,0.27461139896373055
Organic Chocolate Flavored Syrup,172,193,193,0.10880829015544041
Butternut Spirals Organic,129,192,192,0.328125
Organic Cold-Pressed Orange Juice,113,192,192,0.4114583333333333
Organic Fruit and Nut Granola Cereal,95,192,192,0.5052083333333334
Organic Carrot Juice,97,192,192,0.4947916666666667
"Quinoa, Organic, Whole Grain",149,192,192,0.22395833333333334
Organic Kale,132,191,191,0.3089005235602094
Organic Black Peppercorns,179,191,191,0.06282722513089005
"Certified Organic Spanish Style Rice With Quinoa, Red Bell Peppers & Corn",128,190,190,0.3263157894736842
Organic Pomegranate,151,190,190,0.20526315789473684
Organic Creamy Deluxe Macaroni Dinner Rotini & White Cheddar Sauce,109,190,190,0.4263157894736842
Organic Raspberry Fruit Spread,151,189,189,0.20105820105820105
Organic Unsweetened Creamy Cashewmilk,92,189,189,0.5132275132275133
Organic Bluephoria Yerba Mate,63,189,189,0.6666666666666666
Cream On Top Vanilla Organic Yogurt,77,188,188,0.5904255319148937
Organic Persian Cucumber,153,188,188,0.18617021276595744
Organic Free Range Large Brown Grade A Eggs,114,188,188,0.39361702127659576
Organic Honey Green Tea Drink,81,187,187,0.5668449197860963
"Organic Turkey with Rosemary, Sage & Thyme Bone Broth",138,187,187,0.2620320855614973
Organic Light In Sodium Butternut Squash Soup,152,187,187,0.18716577540106952
Organic Dutch Chocolate Ice Cream,112,187,187,0.40106951871657753
Non GMO Organic Brown Eggs,102,187,187,0.45454545454545453
100% Organic Diced Tomatoes,124,187,187,0.33689839572192515
Organic Grapefruit,126,186,186,0.3225806451612903
Organic Soups Alphabet Fat Free,98,186,186,0.4731182795698925
Organic Stage 3 Pumpkin Cranberry Apple Baby Food,109,186,186,0.41397849462365593
"Eggs, Organic, Pasture-Raised, Large",99,186,186,0.46774193548387094
Organic Mustard Greens,136,186,186,0.26881720430107525
Organic Cocktail Sauce,168,185,185,0.0918918918918919
Organic Premium Raspberry Spread,140,185,185,0.24324324324324326
Organic Stage 2 Winter Squash Baby Food Puree,108,185,185,0.41621621621621624
Organic Ground Korintje Cinnamon,169,185,185,0.08648648648648649
Organic Maple Syrup,125,184,184,0.32065217391304346
Organic Creamy Raw Almond Butter,133,184,184,0.27717391304347827
Cold-Pressed Organic Apple,94,184,184,0.4891304347826087
Organic Chicken Noodles Soup,145,183,183,0.20765027322404372
Organic Chocolate  Chip Cookie Vanilla Bean Ice Cream Sandwiches,82,183,183,0.5519125683060109
Organic Supersweet Cut Corn,107,183,183,0.41530054644808745
Organic Extra Thick Rolled Oats,119,183,183,0.34972677595628415
"Broccoli, Kale & Cheddar Cheese Organic Veggie Snack",117,183,183,0.36065573770491804
Organic Bakery Tortillas Whole Spelt,135,182,182,0.25824175824175827
Organic Letter of the Day Oatmeal Cinnamon Cookies,115,182,182,0.36813186813186816
Organic Light In Sodium Traditional Refried Beans,136,182,182,0.25274725274725274
Organic Apple Cider Vinegar & Honey All Natural Drink,79,182,182,0.5659340659340659
Organic Stage 2 Pears Baby Food,125,181,181,0.30939226519337015
"Super Foods/Organic Apples, Spinach, Peas & Broccoli + Super Chia Snack Pouch",141,180,180,0.21666666666666667
Organic Green Lemonade,128,180,180,0.28888888888888886
Organic Cinnamon Sticks,169,180,180,0.06111111111111111
Organic Mint Tereré Yerba Mate Blend,72,179,179,0.5977653631284916
"Creamy Potato Leek Organic Soup,",116,179,179,0.35195530726256985
O'Soy Fruit on the Bottom Strawberry Organic Soy Yogurt,93,179,179,0.48044692737430167
Organic White Mushrooms,91,178,178,0.4887640449438202
Organic Mayonnaise with Olive Oil,153,178,178,0.1404494382022472
Organic Red Kale,130,177,177,0.2655367231638418
Organic SprouTofu Royal Thai Baked Tofu,115,177,177,0.3502824858757062
Organic Steak Sauce,144,177,177,0.1864406779661017
"Broccoli Florets, Organic",116,177,177,0.3446327683615819
Low Fat Minty Chocolate Chip Organic Frozen Yogurt,98,176,176,0.4431818181818182
Organic Chewy Oatmeal Raisin Granola Bars,132,176,176,0.25
Organic Whole Chocolate Milk,83,176,176,0.5284090909090909
Organic Coconut Date Rolls,99,176,176,0.4375
Organic Tomato & Basil Pasta Sauce,95,176,176,0.4602272727272727
Organic Ice Cream Cones,134,176,176,0.23863636363636365
Organic Asian Sesame Dressing,121,176,176,0.3125
Gummy Worms Made with Organic Fruit Juice,106,176,176,0.3977272727272727
Organic Spicy Ginger Herbal Tea,126,175,175,0.28
Organic Turkish Apricots,102,175,175,0.41714285714285715
Organic Kidney Beans Low Sodium,133,175,175,0.24
Kid Z Bar Organic S'mores Energy Bars,94,174,174,0.45977011494252873
Organic Diced Mangoes,96,174,174,0.4482758620689655
Organic Apple Cider Vinegar All Natural Drink Apple Cinnamon,84,174,174,0.5172413793103449
"Potstickers, Organic, Pork & Vegetable",116,174,174,0.3333333333333333
Organic Original Barbeque Sauce,150,174,174,0.13793103448275862
Organic Apple Cider Vinegar Ginger Spice All Natural Drink,96,174,174,0.4482758620689655
Organic Breakfast Blend Whole Bean Coffee,120,174,174,0.3103448275862069
Organic Olive Oil  Spray,133,173,173,0.23121387283236994
Organic Potatoes,144,173,173,0.1676300578034682
Organic Lightly Sweetened Sunflower Seed Butter,141,172,172,0.18023255813953487
Organic Horseradish Mustard,146,172,172,0.1511627906976744
Organic Light Brown Sugar,155,171,171,0.0935672514619883
Organic Jellied Cranberry Sauce,147,171,171,0.14035087719298245
Organic Stage 1 First Sweet Potatoes,135,171,171,0.21052631578947367
Organic Tangellos,119,171,171,0.30409356725146197
Organic Chickpeas Ready To Eat,119,170,170,0.3
The Great Organic Uncured Chicken Hot Dogs,117,170,170,0.31176470588235294
"Organic Lemons, Bag",103,169,169,0.3905325443786982
Organic Bunny-Luv Fresh Carrots,103,169,169,0.3905325443786982
Organic Pink Lemonade Bunny Fruit Snacks,110,169,169,0.34911242603550297
Organic Hot Jalapeno Nacho Slices,129,168,168,0.23214285714285715
Happy Bellies Organic Oatmeal Baby Cereal,105,168,168,0.375
Organic Spinach & Cheese Tortellini,64,168,168,0.6190476190476191
Organic Ground Chicken,126,168,168,0.25
Organic Assam Black Tea,62,168,168,0.6309523809523809
Organic Apricots,130,168,168,0.2261904761904762
Organic Baby Foods Whole Grain Multi-Grain Cereal,124,168,168,0.2619047619047619
Cream on Top Strawberry Organic Yogurt,85,167,167,0.49101796407185627
Organic Dark Salted Burnt Caramel Chocolate Bar,105,167,167,0.3712574850299401
Organic Shiitake & Vegetable Potstickers,98,167,167,0.41317365269461076
Organic Free Range Large Grade A Brown Eggs,93,167,167,0.4431137724550898
Organic Extra Large Eggs,91,167,167,0.4550898203592814
Organic Green Kale,93,167,167,0.4431137724550898
Wheat Organic Bread,90,166,166,0.4578313253012048
O'Soy Fruit on the Bottom Blueberry Organic Soy Yogurt,80,166,166,0.5180722891566265
"Yogurt, Organic, Lowfat, Strawberry",81,166,166,0.5120481927710844
Organic Original Tofu Veggie Burger,70,165,165,0.5757575757575758
Organic Worcestershire,156,165,165,0.05454545454545454
Organic Brown Long Grain Rice,139,165,165,0.15757575757575756
Organic Deep Greens Kale Blend,108,165,165,0.34545454545454546
Organic Hearty Split Pea & Uncured Ham Soup,98,164,164,0.4024390243902439
Chicken & Dumplings Organic Soup,127,164,164,0.22560975609756098
Organic Cashew Nondairy Blueberry Yogurt,103,164,164,0.3719512195121951
Organic Sweet Italian Chicken Sausage,126,163,163,0.22699386503067484
Organic Frosted Blueberry Toaster Pastries,87,163,163,0.4662576687116564
Organic Whole Milk Yogurt,95,163,163,0.4171779141104294
Organic Lowfat Creamy Australian Style Orange Passion Fruit Yogurt,97,163,163,0.4049079754601227
Organic Seaweed Snack Sea Salt,90,162,162,0.4444444444444444
Organic Extra Large Omega 3 Grade AA Eggs,79,162,162,0.5123456790123457
Organic Unbleached Bread Flour,133,162,162,0.17901234567901234
Organics Vitamin C Fortified 100% Apple Juice,79,162,162,0.5123456790123457
Organic Himalayan Sweetness Popcorn,90,162,162,0.4444444444444444
Organic European Style Lightly Salted Butter,123,161,161,0.2360248447204969
Organic Gold Beets,141,161,161,0.12422360248447205
Sonoma Yellow Corn Organic Tortillas,109,161,161,0.32298136645962733
Organic Cocoa Crunch Protein Bar,90,160,160,0.4375
Organic Multigrain Tortilla Chips Sub Lime,106,160,160,0.3375
Organic Dried Blueberries,79,160,160,0.50625
Organic Rice Ramen Millet & Brown,123,160,160,0.23125
Organic Chocolate Milk,73,159,159,0.5408805031446541
Banana & Sweet Potato Organic Teething Wafers,118,159,159,0.2578616352201258
Organic Jumbo Grade AA Brown Eggs,87,159,159,0.4528301886792453
Organic Fresh Pressed Pure Carrot 100% Juice,100,159,159,0.3710691823899371
"Banana Bites, Chewy, Organic Coconut",93,157,157,0.40764331210191085
Organic Almond Extract,155,157,157,0.012738853503184714
Organic Plain French Style Yogurt,76,156,156,0.5128205128205128
Organic Macaroni & Cheese,121,156,156,0.22435897435897437
Organic Vegetarian Baked Beans,109,156,156,0.30128205128205127
Organic Hearty Garden Vegetable Soup,90,156,156,0.4230769230769231
Grassmilk Organic Fat Free Milk,62,156,156,0.6025641025641025
Organic Gracious Granola,81,156,156,0.4807692307692308
Organic Buttery Rich Classics,120,155,155,0.22580645161290322
Organic Stage 2 Chicken Brown Rice Baby Food,108,155,155,0.3032258064516129
Organics Big Bird's Apple 100% Juice,84,155,155,0.45806451612903226
Sundried Tomato Organic,122,155,155,0.2129032258064516
Medium Salsa Organica,102,154,154,0.33766233766233766
Organic Mother's Milk Herbal Tea,117,154,154,0.24025974025974026
Organic Cold Brew Coffee,51,153,153,0.6666666666666666
Organic Hearts Of Palm,104,153,153,0.3202614379084967
YoKids Strawberry Banana Organic Lowfat Yogurt,118,153,153,0.22875816993464052
Organic Whole Grain Sprouted Quinoa,133,153,153,0.13071895424836602
French Roast Organic Whole Bean Coffee,93,153,153,0.39215686274509803
Organic Teas Black Tea Organic English Breakfast Tea Bags - 16 CT,101,153,153,0.33986928104575165
Organico Bello Tomato Basil Pasta Sauce,112,152,152,0.2631578947368421
Essentials Organic Mighty Greens Juice,65,152,152,0.5723684210526315
Organic Unsweetened Ketchup,108,152,152,0.2894736842105263
Kid Z Bar Organic Honey Graham Energy Snack,97,151,151,0.3576158940397351
Organic Power Greens,93,151,151,0.3841059602649007
Unsweetened Organic Ginger Oasis Tea,67,151,151,0.5562913907284768
Organic Ground Cardamom,147,151,151,0.026490066225165563
Organic Gluten Free Selections Dark Chocolate Chip Waffles - 6 CT,92,151,151,0.39072847682119205
Organic Yukon Gold Potatoes,95,151,151,0.3708609271523179
Organic Smooth Move Herb Tea Bags,95,151,151,0.3708609271523179
"Organic Creamies Strawberry, Raspberry & Carrot Freeze-Dried Fruit Snacks",105,151,151,0.304635761589404
Organic Roasted Red Pepper & Tomato Bisque,106,151,151,0.2980132450331126
Organic Berry Strawberry Flax Plus Chewy Yogurt Granola Bars,71,151,151,0.5298013245033113
Organic Short Brown Sprouted Rice,119,150,150,0.20666666666666667
Organic Vegetable Lasagna,94,150,150,0.37333333333333335
Organic Hearty Morning Fiber Cereal,86,149,149,0.4228187919463087
Organic Stage 2 Apple Oatmeal With Cinnamon Baby Food,65,149,149,0.5637583892617449
Organic Uncured Beef Hot Dog,122,149,149,0.18120805369127516
